ObjectID,amusement,awe,contentment,excitement,anger,disgust,fear,sadness,something else
arnold-bã¶cklin_dragon-walking-between-rocks,0.0356513075530529,0.05910705775022507,0.14582104980945587,0.01654975116252899,0.07640347629785538,0.07072471082210541,0.049824610352516174,0.21631480753421783,0.3296031057834625
georges-lacombeâ _the-apple-picker,0.04306185990571976,0.13961580395698547,0.14587542414665222,0.048548806458711624,0.056168004870414734,0.09620881080627441,0.095945805311203,0.14590270817279816,0.22867274284362793
joaquã­n-sorolla_portrait-of-clothilde-1891,0.04125208407640457,0.10908889025449753,0.1532372236251831,0.035981811583042145,0.06932235509157181,0.08004385232925415,0.0887763723731041,0.18478094041347504,0.23751643300056458
jean-degottex_media-vii,0.03471728414297104,0.03081257827579975,0.14773795008659363,0.012917371466755867,0.07778795063495636,0.06075746938586235,0.030170436948537827,0.15107129514217377,0.45402762293815613
richard-serra_circuit-ii-1972,0.04056209325790405,0.03864156827330589,0.16421586275100708,0.014204563573002815,0.06988192349672318,0.06054781749844551,0.03094344399869442,0.1728898286819458,0.4081128239631653
joaquã­n-sorolla_street-in-granada,0.058385685086250305,0.11338260769844055,0.16004374623298645,0.0482785701751709,0.06928493082523346,0.08933699876070023,0.07109995931386948,0.1432732194662094,0.24691428244113922
mira-schendel_untitled-from-cadernos-series-1971,0.05180806666612625,0.036529023200273514,0.16650380194187164,0.019386131316423416,0.07563275098800659,0.05903928354382515,0.030601367354393005,0.12488673627376556,0.43561291694641113
rodolfo-arico_lotto-di-tre-opere,0.04297817498445511,0.03365606442093849,0.16337279975414276,0.014954939484596252,0.0719621330499649,0.058938805013895035,0.027259213849902153,0.14174768328666687,0.4451301395893097
yves-klein_untitled-blue-monochrome-1955,0.02922680787742138,0.02738409861922264,0.14575931429862976,0.009024248458445072,0.0689060240983963,0.05308184400200844,0.023393215611577034,0.16668635606765747,0.4765380620956421
joaquã­n-sorolla_ruins-of-bunol-1894,0.03530381992459297,0.1151692196726799,0.18779833614826202,0.029189355671405792,0.05562322214245796,0.06745807081460953,0.06160963326692581,0.19868260622024536,0.24916577339172363
rodolfo-arico_untitled-1966-1,0.042349010705947876,0.03492354229092598,0.1736370325088501,0.01592395268380642,0.07156774401664734,0.06063021346926689,0.025248639285564423,0.1370726078748703,0.43864718079566956
alighiero-boetti_cubo-1968,0.04986853525042534,0.04214009642601013,0.17212115228176117,0.021046333014965057,0.07689830660820007,0.06547772884368896,0.032152410596609116,0.13712194561958313,0.40317341685295105
jo-baer_h-arcuata-1971(1),0.04623808339238167,0.03310263529419899,0.16671563684940338,0.01940074749290943,0.0788312777876854,0.06140664219856262,0.028638722375035286,0.11921219527721405,0.4464540481567383
keith-sonnier_syzygy-transmitter-1992,0.04609743878245354,0.04007130488753319,0.16198395192623138,0.015753811225295067,0.06809849292039871,0.06127127632498741,0.03304261341691017,0.16194583475589752,0.41173526644706726
luciano-bartolini_untitled-1973-3,0.1073257252573967,0.057488176971673965,0.22092308104038239,0.05220729112625122,0.05634079501032829,0.0610835887491703,0.033613502979278564,0.07747973501682281,0.3335380256175995
