ObjectID,amusement,awe,contentment,excitement,anger,disgust,fear,sadness,something else
arnold-bã¶cklin_dragon-walking-between-rocks,0.0356513075530529,0.05910705775022507,0.14582104980945587,0.01654975116252899,0.07640347629785538,0.07072471082210541,0.049824610352516174,0.21631480753421783,0.3296031057834625
georges-lacombeâ _the-apple-picker,0.04306185990571976,0.13961580395698547,0.14587542414665222,0.048548806458711624,0.056168004870414734,0.09620881080627441,0.095945805311203,0.14590270817279816,0.22867274284362793
joaquã­n-sorolla_portrait-of-clothilde-1891,0.04125208407640457,0.10908889025449753,0.1532372236251831,0.035981811583042145,0.06932235509157181,0.08004385232925415,0.0887763723731041,0.18478094041347504,0.23751643300056458
joaquã­n-sorolla_street-in-granada,0.058385685086250305,0.11338260769844055,0.16004374623298645,0.0482785701751709,0.06928493082523346,0.08933699876070023,0.07109995931386948,0.1432732194662094,0.24691428244113922
joaquã­n-sorolla_ruins-of-bunol-1894,0.03530381992459297,0.1151692196726799,0.18779833614826202,0.029189355671405792,0.05562322214245796,0.06745807081460953,0.06160963326692581,0.19868260622024536,0.24916577339172363
joaquã­n-sorolla_marian-in-the-gardens-la-granja-1907,0.03729179501533508,0.12653449177742004,0.18377234041690826,0.035557329654693604,0.05018527805805206,0.07106567919254303,0.08692334592342377,0.18579015135765076,0.22287949919700623
jackson-pollock_number-1-lavender-mist(1),0.04691136255860329,0.10340096056461334,0.11848939955234528,0.07850713282823563,0.06223273277282715,0.10147653520107269,0.13911284506320953,0.11359238624572754,0.23627670109272003
joaquã­n-sorolla_children-in-the-sea-1909,0.03474485129117966,0.07019534707069397,0.19931665062904358,0.019244752824306488,0.06450588256120682,0.05710867419838905,0.032736796885728836,0.19891373813152313,0.3232331871986389
joaquã­n-sorolla_the-relic-1893,0.042111143469810486,0.11181436479091644,0.18225806951522827,0.03158492594957352,0.059735801070928574,0.0657019093632698,0.0729692205786705,0.2020392268896103,0.2317853420972824
jackson-pollock_shimmering-substance(1),0.067256860435009,0.11557324230670929,0.1228625476360321,0.10073202848434448,0.045810651034116745,0.11593455076217651,0.12876108288764954,0.08405506610870361,0.2190140038728714
antã³nio-de-carvalho-da-silva-porto_recanto-de-praia,0.038785628974437714,0.12605252861976624,0.19982929527759552,0.034216076135635376,0.05210333690047264,0.06990974396467209,0.04945196211338043,0.16864709556102753,0.26100435853004456
joaquã­n-sorolla_almond-trees-in-asis,0.04227244481444359,0.09295085072517395,0.14987249672412872,0.03172039985656738,0.07274449616670609,0.08306951820850372,0.06968525797128677,0.17872858047485352,0.2789559066295624
ferdinand-georg-waldmã¼ller_the-ruin-of-the-greek-theater-in-taormina-sicily-1844,0.04134156182408333,0.0915571004152298,0.17032821476459503,0.030006619170308113,0.07727701961994171,0.07260940968990326,0.05197715386748314,0.18020351231098175,0.28469935059547424
joaquã­n-sorolla_mending-the-sail-1904,0.040756747126579285,0.14183251559734344,0.19070705771446228,0.04032077267765999,0.05138910561800003,0.07660841941833496,0.0652380958199501,0.16941066086292267,0.22373665869235992
joaquã­n-sorolla_beach-of-biarritz-france,0.0363512746989727,0.08378735184669495,0.21760055422782898,0.024444587528705597,0.054764557629823685,0.06159905344247818,0.03490733727812767,0.18177011609077454,0.30477505922317505
