ObjectID,amusement,awe,contentment,excitement,anger,disgust,fear,sadness,something else
maerten-van-heemskerck_self-portrait,0.043545521795749664,0.054566606879234314,0.15028944611549377,0.02034328505396843,0.08194095641374588,0.07502652704715729,0.049741264432668686,0.18559406697750092,0.33895230293273926
agnolo-bronzino_portrait-of-ferdinando-de-medici,0.0414966382086277,0.053544655442237854,0.15235432982444763,0.017829636111855507,0.07517566531896591,0.07205043733119965,0.04970927909016609,0.19650185108184814,0.3413374722003937
tintoretto_autumn,0.04503180459141731,0.0828544944524765,0.1469912976026535,0.026343761011958122,0.07758849859237671,0.07416079193353653,0.08220018446445465,0.1957709789276123,0.26905813813209534
hans-von-aachen_venus-cupid-and-a-satyr-1598,0.04742874577641487,0.08063635230064392,0.1464158296585083,0.029817774891853333,0.07516099512577057,0.08651335537433624,0.07729829102754593,0.18530379235744476,0.2714248597621918
tintoretto_portrait-of-a-white-bearded-man,0.03234907612204552,0.04111543297767639,0.14077836275100708,0.012338191270828247,0.07689540833234787,0.06887230277061462,0.03979814425110817,0.20706547796726227,0.38078758120536804
paolo-veronese_nemesis-1561,0.04487256705760956,0.13052311539649963,0.14489702880382538,0.04130509868264198,0.06656759977340698,0.07981905341148376,0.10348446667194366,0.18235620856285095,0.20617486536502838
tintoretto_allegory-of-goodness,0.042603522539138794,0.078144371509552,0.16200175881385803,0.023816850036382675,0.07370808720588684,0.0739988312125206,0.05748261138796806,0.19376248121261597,0.2944813370704651
giuseppe-arcimboldo_summer,0.04402368888258934,0.12513482570648193,0.1541815549135208,0.04369586333632469,0.058645233511924744,0.0854632556438446,0.10761518031358719,0.16529685258865356,0.21594347059726715
tintoretto_portrait-of-a-collector-1565,0.04167449101805687,0.0813564658164978,0.13305900990962982,0.028964586555957794,0.08008001744747162,0.0861901268362999,0.08738239109516144,0.19123858213424683,0.27005434036254883
cristovao-de-figueiredo_b-n-o-de-santa-auta-em-lisboa-1520,0.04522446542978287,0.1260988712310791,0.1663636416196823,0.040680382400751114,0.04404478147625923,0.06918960064649582,0.1296965479850769,0.1949244886636734,0.18377722799777985
paolo-veronese_portrait-of-a-young-man-in-black-1580,0.03687869757413864,0.039311204105615616,0.14159764349460602,0.013927026651799679,0.07874659448862076,0.06849009543657303,0.04054633155465126,0.18298929929733276,0.3975130021572113
giorgio-vasari_pope-leo-x-appointing-cardinals,0.060195401310920715,0.17497625946998596,0.14612765610218048,0.058773212134838104,0.04832887277007103,0.08427635580301285,0.09119010716676712,0.16577757894992828,0.17035454511642456
jacopo-pontormo_study-of-a-girl-pouring-from-a-jug,0.052557043731212616,0.08956002444028854,0.14941804111003876,0.03305705636739731,0.07916008681058884,0.0864555835723877,0.06576672941446304,0.17357484996318817,0.2704505920410156
jacopo-pontormo_zwei-der-vier-evangelisten-tondi-der-capponi-kapelle-in-santa-felicita-in-florenz-szene0-hl-1525,0.0536862276494503,0.09378379583358765,0.18200543522834778,0.03480280935764313,0.07040438801050186,0.07930967956781387,0.05186115577816963,0.15947163105010986,0.2746749818325043
giuseppe-arcimboldo_flora-1588(1),0.050930995494127274,0.07057776302099228,0.15472280979156494,0.03664670139551163,0.08163183927536011,0.08490641415119171,0.0837966576218605,0.15213410556316376,0.2846526801586151
giorgio-vasari_allegory-of-the-immaculate-conception,0.038844842463731766,0.12944795191287994,0.15960024297237396,0.03823937848210335,0.050758134573698044,0.08215265721082687,0.09748484194278717,0.2049161195755005,0.19855578243732452
agnolo-bronzino_portrait-of-cosimo-i-de-medici-as-orpheus,0.04664913937449455,0.06699050962924957,0.17062045633792877,0.024524778127670288,0.07611992210149765,0.07503727078437805,0.04769891873002052,0.17727577686309814,0.3150831460952759
hans-von-aachen_ecce-homo-1600,0.06793242692947388,0.09515638649463654,0.15342403948307037,0.04796522855758667,0.07468140870332718,0.08817923814058304,0.07030270993709564,0.13704369962215424,0.26531484723091125
tintoretto_the-adoration-of-the-magi-1582,0.03437962755560875,0.12275508791208267,0.13331227004528046,0.034150850027799606,0.046260587871074677,0.06007201969623566,0.17416517436504364,0.22589832544326782,0.16900601983070374
tintoretto_christ-1,0.052829988300800323,0.059926509857177734,0.15168040990829468,0.031728535890579224,0.07800717651844025,0.0833822712302208,0.05586499720811844,0.1348634511232376,0.3517166078090668
paolo-veronese_the-banishment-of-vashti-1556,0.05266273021697998,0.08612188696861267,0.1724492460489273,0.03338528051972389,0.08006627857685089,0.07585709542036057,0.05775665119290352,0.17435939610004425,0.26734140515327454
agnolo-bronzino_portrait-of-a-young-man-with-book,0.04761752858757973,0.06341484934091568,0.15404780209064484,0.0247925017029047,0.08445839583873749,0.07601000368595123,0.057338960468769073,0.18156279623508453,0.3107571601867676
andrea-del-sarto_the-annunciation,0.042282167822122574,0.08667972683906555,0.18064045906066895,0.02757611870765686,0.07484108954668045,0.06959901005029678,0.05239584669470787,0.19074955582618713,0.27523595094680786
el-greco_deposition-in-the-tomb,0.03432799503207207,0.1580866128206253,0.16048744320869446,0.039378855377435684,0.03827829286456108,0.06259692460298538,0.1265748143196106,0.20779553055763245,0.17247356474399567
giorgio-vasari_assumption-of-the-virgin,0.06551295518875122,0.12352269142866135,0.17341923713684082,0.05165930092334747,0.05905451253056526,0.07942872494459152,0.07663530856370926,0.13878509402275085,0.2319822460412979
rosso-fiorentino_the-holy-family-with-the-infant-saint-john-the-baptist-1521,0.040109436959028244,0.1035458967089653,0.15311050415039062,0.02858886681497097,0.0655038058757782,0.08193224668502808,0.08071255683898926,0.20730996131896973,0.23918670415878296
tintoretto_st-roch-in-prison-visited-by-an-angel-1567,0.03976552560925484,0.1112629696726799,0.14534862339496613,0.030639560893177986,0.06297087669372559,0.07362950593233109,0.10666332393884659,0.2235264778137207,0.20619304478168488
gregorio-lopes_morte-da-virgem-1527,0.060509804636240005,0.09626009315252304,0.1609756052494049,0.03788503259420395,0.06152619421482086,0.07616303861141205,0.0925506055355072,0.15090130269527435,0.2632283568382263
parmigianino_madonna-of-the-rose-1530,0.0498516783118248,0.08347082138061523,0.15287011861801147,0.03057911992073059,0.07740665227174759,0.08084352314472198,0.07504834234714508,0.18228483200073242,0.26764482259750366
el-greco_pentecost,0.0482257641851902,0.09139701724052429,0.13074736297130585,0.032830722630023956,0.07578957825899124,0.08238881826400757,0.10726159065961838,0.18145021796226501,0.24990887939929962
giorgio-vasari_lorenzo-de-medici-the-magnificent,0.04222404584288597,0.09293299913406372,0.1648644506931305,0.027752546593546867,0.07061723619699478,0.0696672648191452,0.07346264272928238,0.19795618951320648,0.26052260398864746
rosso-fiorentino_dead-christ-with-angels-1526,0.03719445690512657,0.10964052379131317,0.14183150231838226,0.030217057093977928,0.0668025016784668,0.0761413425207138,0.10486089438199997,0.21324941515922546,0.2200622409582138
titian_venus-and-adonis-1559,0.03490150719881058,0.13160696625709534,0.13993842899799347,0.04085672274231911,0.04805229604244232,0.06824474036693573,0.16707338392734528,0.19002549350261688,0.17930036783218384
tintoretto_triumph-of-venice-1584,0.04706727713346481,0.2208147644996643,0.1623494029045105,0.07273804396390915,0.0221809521317482,0.061743635684251785,0.13249298930168152,0.12665563821792603,0.15395736694335938
titian_portrait-of-the-great-elector-john-frederick-of-saxony,0.04192521050572395,0.04783133044838905,0.14778922498226166,0.017781605944037437,0.08327370136976242,0.07103464007377625,0.045009758323431015,0.18169361352920532,0.36366090178489685
paolo-veronese_venice-hercules-and-ceres-1575,0.06169600039720535,0.07727092504501343,0.15923626720905304,0.03722888231277466,0.08932174742221832,0.08357124775648117,0.060153983533382416,0.15964117646217346,0.27187973260879517
tintoretto_jonah-leaves-the-whale-s-belly-1578,0.042927175760269165,0.11660094559192657,0.15568169951438904,0.035207800567150116,0.06815697252750397,0.07535915821790695,0.09193028509616852,0.18534567952156067,0.2287902683019638
tintoretto_the-wise-and-foolish-virgins,0.04529372602701187,0.13765297830104828,0.1824573278427124,0.03607608750462532,0.04523558169603348,0.05938969925045967,0.08621382713317871,0.2056778520345688,0.20200283825397491
giorgio-vasari_st-luke-painting-the-virgin,0.0522707998752594,0.17047059535980225,0.18093664944171906,0.05950307101011276,0.03770536184310913,0.07610251754522324,0.08068069815635681,0.1706864982843399,0.17164376378059387
tintoretto_portrait-of-a-distinguished-man,0.03601695969700813,0.03992742672562599,0.1444697082042694,0.013706198893487453,0.07548272609710693,0.06827352195978165,0.03849409520626068,0.18319380283355713,0.4004354774951935
lavinia-fontana_self-portrait-at-the-clavichord-with-a-servant-1577,0.03638947755098343,0.10585682839155197,0.15061360597610474,0.03057248704135418,0.06621649116277695,0.06778492778539658,0.11284596472978592,0.20354671776294708,0.22617341578006744
titian_st-john-the-almsgiver-1550,0.033495355397462845,0.07720901072025299,0.1558494120836258,0.018990948796272278,0.06798183172941208,0.0643913745880127,0.07125348597764969,0.23730584979057312,0.27352267503738403
agnolo-bronzino_the-panciatichi-holy-family-1540,0.05692829191684723,0.12132228910923004,0.1620578169822693,0.05485578626394272,0.052534691989421844,0.10609433054924011,0.08806950598955154,0.15114453434944153,0.20699277520179749
jacopo-pontormo_st-julian,0.039723463356494904,0.054012637585401535,0.16861999034881592,0.017688177525997162,0.072225421667099,0.07085125893354416,0.03350582718849182,0.17985831201076508,0.3635149598121643
titian_madonna-and-child-1570,0.036470748484134674,0.08340615779161453,0.13561616837978363,0.023007947951555252,0.07225056737661362,0.07523736357688904,0.09127619862556458,0.2206428200006485,0.26209208369255066
el-greco_the-dream-of-philip-ii-1579,0.037964653223752975,0.09944283962249756,0.13307136297225952,0.027318628504872322,0.06504455208778381,0.0788237452507019,0.1199796199798584,0.20955824851989746,0.2287963479757309
jacopo-pontormo_cosimo-de-medici-il-vecchio,0.05406636372208595,0.06722300499677658,0.16550560295581818,0.03414003178477287,0.07219146937131882,0.07872835546731949,0.05090727284550667,0.1215367242693901,0.3557010293006897
andrea-del-sarto_the-sacrifice-of-abraham,0.03737053647637367,0.1424386203289032,0.1889331191778183,0.043239325284957886,0.04226398840546608,0.07130147516727448,0.09548164159059525,0.18695838749408722,0.19201283156871796
giuseppe-arcimboldo_autumn-1573(1),0.05079798400402069,0.09341941028833389,0.146848663687706,0.03866219148039818,0.07122712582349777,0.08751403540372849,0.10176268965005875,0.16169558465480804,0.2480722963809967
parmigianino_mystic-marriage-of-st-catherine-1527,0.039342042058706284,0.10035983473062515,0.16682502627372742,0.02620847336947918,0.06518872082233429,0.07412854582071304,0.06469005346298218,0.21175818145275116,0.25149914622306824
correggio_deposition-1525,0.040181964635849,0.14511218667030334,0.1698111742734909,0.04567476361989975,0.048486366868019104,0.08005696535110474,0.09434517472982407,0.18674586713314056,0.18958546221256256
hans-von-aachen_self-portrait-1574,0.041353095322847366,0.06159099191427231,0.14209285378456116,0.021898193284869194,0.07990555465221405,0.08191263675689697,0.05876582860946655,0.18621577322483063,0.3262650668621063
giorgio-vasari_jesus-christ-in-the-house-of-martha-and-mary,0.04779069125652313,0.08833177387714386,0.16948474943637848,0.030186345800757408,0.06782063841819763,0.0789857730269432,0.06316995620727539,0.19262847304344177,0.2616015672683716
titian_madonna-and-child-in-an-evening-landscape-1565,0.046092186123132706,0.07317648082971573,0.14756304025650024,0.026682153344154358,0.07853171974420547,0.08396000415086746,0.06807509064674377,0.1998589038848877,0.27606046199798584
parmigianino_the-conversion-of-st-paul-1528,0.03913481533527374,0.11452793329954147,0.16366621851921082,0.03518056496977806,0.06696684658527374,0.07629808783531189,0.08287013322114944,0.1892109513282776,0.23214438557624817
tintoretto_allegory-of-the-scuola-di-san-marco,0.041206587105989456,0.08973658084869385,0.16307319700717926,0.026362786069512367,0.07137679308652878,0.07338303327560425,0.06651204079389572,0.19448167085647583,0.2738672196865082
tintoretto_man-with-gold-chain,0.03876699507236481,0.05029990151524544,0.1675093173980713,0.01666451059281826,0.07385095953941345,0.06744810193777084,0.03500146418809891,0.1834540069103241,0.36700475215911865
correggio_madonna-and-child-with-st-sebastian-1524,0.047557808458805084,0.0938691571354866,0.1479981690645218,0.029697248712182045,0.07214532792568207,0.0816332995891571,0.08415491878986359,0.20321254432201385,0.23973144590854645
paolo-veronese_temptation-of-st-anthony-1552,0.04611258953809738,0.11262296140193939,0.15306363999843597,0.03794179856777191,0.07326722890138626,0.08445823937654495,0.08106782287359238,0.18112148344516754,0.23034416139125824
giuseppe-arcimboldo_winter-1573(1),0.045244816690683365,0.09692425280809402,0.14191095530986786,0.04395133629441261,0.08244407176971436,0.07878948748111725,0.11675801128149033,0.15927091240882874,0.23470613360404968
tintoretto_the-fall-of-man-1578,0.046209417283535004,0.09347947686910629,0.15396995842456818,0.032371923327445984,0.07679958641529083,0.07634539902210236,0.0863242968916893,0.18460802733898163,0.24989184737205505
maerten-van-heemskerck_the-triumphal-procession-of-bacchus,0.044286008924245834,0.16220371425151825,0.16516843438148499,0.06639820337295532,0.035387203097343445,0.09341950714588165,0.09983723610639572,0.16376511752605438,0.16953445971012115
tintoretto_portrait-of-a-woman,0.03684506192803383,0.05447656288743019,0.15718424320220947,0.01710330694913864,0.07751425355672836,0.07098016887903214,0.04314836114645004,0.19560641050338745,0.3471415340900421
titian_sacrifice-of-isaac-1544,0.04597393050789833,0.11964656412601471,0.19222408533096313,0.04068344831466675,0.050946325063705444,0.08272857218980789,0.0649130716919899,0.17731928825378418,0.22556474804878235
el-greco_christ-as-saviour,0.041691482067108154,0.09399113804101944,0.14855526387691498,0.029173152521252632,0.0771179273724556,0.0794656053185463,0.07857362926006317,0.19836153090000153,0.253070205450058
jacopo-pontormo_alessandro-de-medici,0.03650451824069023,0.04691147431731224,0.16358879208564758,0.015032405033707619,0.0708995908498764,0.06759436428546906,0.03499821946024895,0.1870567351579666,0.37741389870643616
hans-von-aachen_allegorie-on-the-battle-of-gur-sl-u-1604,0.046791430562734604,0.09728708863258362,0.15687207877635956,0.03102920763194561,0.0713638961315155,0.0799320638179779,0.07455848157405853,0.19404684007167816,0.24811898171901703
paolo-veronese_landscape,0.04185260459780693,0.1025334894657135,0.23473279178142548,0.03277778998017311,0.04723571613430977,0.0560573935508728,0.046134669333696365,0.16638927161693573,0.27228620648384094
tintoretto_marriage-at-cana-1561,0.04374862089753151,0.08944880962371826,0.14285314083099365,0.028912343084812164,0.07306430488824844,0.07334346324205399,0.09795729070901871,0.19957609474658966,0.2510959208011627
jacopo-pontormo_two-male-figures-looking-in-a-mirror-and-a-putto,0.040491983294487,0.08619970828294754,0.14132919907569885,0.025520510971546173,0.08373428881168365,0.07926559448242188,0.060462966561317444,0.20355430245399475,0.27944138646125793
